Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
index.SetqEvaluator,none,@SetqEvaluator,none,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.LambdaFactory,lambda:factory,main.lisp.evaluator.function.LambdaFactory,lambda:factory,newInstance,new:instance
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.LambdaFactory,lambda:factory,main.lisp.evaluator.function.LambdaFactory,lambda:factory,newInstance,new:instance
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,java.util.ArrayList,array:list,java.util.ArrayList,array:list,ArrayList,array:list
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.IdentifierAtom,identifier:atom,main.lisp.parser.terms.IdentifierAtom,identifier:atom,add,add
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,java.util.ArrayList,array:list,java.util.ArrayList,array:list,size,size
index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,extractIdentifiers,extract:identifiers,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,java.util.ArrayList,array:list,java.util.ArrayList,array:list,indexOf,index:of
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isNIL,is:nil
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isAtom,is:atom
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpressionDeep,to:string:as:expression:deep,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,toStringAsListHelperPublic,to:string:as:list:helper:public
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,isList,is:list
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsSExpression,to:string:as:expression
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isNIL,is:nil
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toString,to:string
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getHead,get:head
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,toStringAsListHelperPublic,to:string:as:list:helper:public
index.BasicExpressionImpl,basic:expression:impl,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelperPublic,to:string:as:list:helper:public,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
index.index,index,@Main,main,main,main,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.evaluator.ExpressionEvaluatorFactory,expression:factory,main.lisp.evaluator.ExpressionEvaluatorFactory,expression:factory,setClass,set:class
index.index,index,@Main,main,main,main,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.IdentifierAtomFactory,identifier:atom:factory,main.lisp.parser.terms.IdentifierAtomFactory,identifier:atom:factory,setClass,set:class
index.index,index,@Main,main,main,main,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.evaluator.environment.EnvironmentFactory,environment:factory,main.lisp.evaluator.environment.EnvironmentFactory,environment:factory,setClass,set:class
index.index,index,@Main,main,main,main,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAll,register:all
index.index,index,@Main,main,main,main,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.lisp.parser.terms.ExpressionFactory,expression:factory,main.lisp.parser.terms.ExpressionFactory,expression:factory,setClass,set:class
index.index,index,@Main,main,main,main,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression,main.Main,main,main.Main,main,main,main
